symbol,company_name,sector,industry,market_cap,beta,dividend_yield,pe_ratio,pb_ratio,ps_ratio,date,open,high,low,close,volume,adj_close
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-01-25 00:00:00-05:00,62.349998474121094,62.71900177001953,60.849998474121094,61.617000579833984,482777000,61.58269500732422
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-01-26 00:00:00-05:00,60.959999084472656,61.78300094604492,60.573001861572266,61.03099822998047,390309000,60.99701690673828
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-01-29 00:00:00-05:00,61.231998443603516,62.48899841308594,60.90700149536133,62.46500015258789,348733000,62.43021774291992
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-01-30 00:00:00-05:00,62.900001525878906,63.49300003051758,62.2599983215332,62.77399826049805,410735000,62.739044189453125
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-01-31 00:00:00-05:00,61.439998626708984,62.26900100708008,60.70000076293945,61.527000427246094,453795000,61.49274826049805
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-01 00:00:00-05:00,62.099998474121094,63.191001892089844,61.650001525878906,63.027000427246094,369146000,62.99190139770508
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-02 00:00:00-05:00,63.9739990234375,66.5999984741211,63.689998626708984,66.16000366210938,476578000,66.12316131591797
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-05 00:00:00-05:00,68.2249984741211,69.49700164794922,67.20500183105469,69.33200073242188,680078000,69.29340362548828
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-06 00:00:00-05:00,69.62999725341797,69.75399780273438,66.30000305175781,68.2229995727539,683111000,68.18501281738281
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-07 00:00:00-05:00,68.31900024414062,70.22000122070312,67.5999984741211,70.0989990234375,495575000,70.05996704101562
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-08 00:00:00-05:00,70.0739974975586,70.79399871826172,69.45500183105469,69.64099884033203,414422000,69.60221099853516
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-09 00:00:00-05:00,70.53299713134766,72.18499755859375,70.21199798583984,72.13300323486328,436637000,72.09284973144531
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-12 00:00:00-05:00,72.5999984741211,74.61100006103516,71.25,72.24800109863281,613710000,72.20777130126953
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-13 00:00:00-05:00,70.4000015258789,73.44999694824219,69.62000274658203,72.12799835205078,602580000,72.08784484863281
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-14 00:00:00-05:00,73.2020034790039,74.23600006103516,71.93800354003906,73.9000015258789,504917000,73.85887145996094
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-15 00:00:00-05:00,73.86900329589844,73.9749984741211,72.4000015258789,72.65799713134766,420122000,72.61753845214844
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-16 00:00:00-05:00,74.0999984741211,74.4020004272461,72.5009994506836,72.61299896240234,495327000,72.57255554199219
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-20 00:00:00-05:00,71.9469985961914,71.95600128173828,67.73400115966797,69.4520034790039,704833000,69.413330078125
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-21 00:00:00-05:00,68.00599670410156,68.88800048828125,66.24800109863281,67.47200012207031,673755000,67.43443298339844
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-22 00:00:00-05:00,75.0250015258789,78.57499694824219,74.22000122070312,78.53800201416016,865100000,78.4942855834961
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-23 00:00:00-05:00,80.79000091552734,82.39399719238281,77.56999969482422,78.81700134277344,829388000,78.77310943603516
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-26 00:00:00-05:00,79.69999694824219,80.64600372314453,78.50499725341797,79.09200286865234,503973000,79.04795837402344
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-27 00:00:00-05:00,79.38099670410156,79.4800033569336,77.16200256347656,78.70099639892578,391705000,78.65717315673828
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-28 00:00:00-05:00,77.62000274658203,78.93299865722656,77.125,77.66300201416016,393110000,77.6197509765625
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-02-29 00:00:00-05:00,79.09400177001953,79.98999786376953,78.3499984741211,79.11199951171875,507289000,79.06795501708984
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-01 00:00:00-05:00,80.0,82.30000305175781,79.43499755859375,82.27899932861328,479135000,82.23318481445312
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-04 00:00:00-05:00,84.12999725341797,87.69499969482422,83.71900177001953,85.23699951171875,615616000,85.18954467773438
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-05 00:00:00-05:00,85.2699966430664,86.09700012207031,83.41699981689453,85.96399688720703,520639000,85.920166015625
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-06 00:00:00-05:00,88.02200317382812,89.7239990234375,87.02999877929688,88.69999694824219,582520000,88.6547622680664
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-07 00:00:00-05:00,90.15799713134766,92.76699829101562,89.60199737548828,92.66899871826172,608119000,92.62174224853516
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-08 00:00:00-05:00,95.13800048828125,97.4000015258789,86.50599670410156,87.52799987792969,1142269000,87.48336791992188
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-11 00:00:00-04:00,86.42900085449219,88.7969970703125,84.16600036621094,85.77400207519531,678364000,85.73027038574219
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-12 00:00:00-04:00,88.04900360107422,91.95999908447266,86.1500015258789,91.91300201416016,668075000,91.86613464355469
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-13 00:00:00-04:00,91.05500030517578,91.50399780273438,88.43499755859375,90.88800048828125,635713000,90.8416519165039
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-14 00:00:00-04:00,89.5770034790039,90.64600372314453,86.5999984741211,87.94400024414062,602318000,87.8991470336914
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-15 00:00:00-04:00,86.93000030517578,89.5459976196289,86.25700378417969,87.83699798583984,642086000,87.7922134399414
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-18 00:00:00-04:00,90.38800048828125,92.40499877929688,87.08499908447266,88.45500183105469,668976000,88.4098892211914
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-19 00:00:00-04:00,86.69999694824219,90.54399871826172,85.01000213623047,89.39800262451172,672171000,89.35242462158203
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-20 00:00:00-04:00,89.7969970703125,90.41000366210938,88.2229995727539,90.37200164794922,479063000,90.32592010498047
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-21 00:00:00-04:00,92.30000305175781,92.64800262451172,90.40499877929688,91.43499755859375,480372000,91.38836669921875
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-22 00:00:00-04:00,91.14099884033203,94.77799987792969,90.83399963378906,94.28900146484375,586719000,94.24092102050781
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-25 00:00:00-04:00,93.94100189208984,96.76599884033203,93.51000213623047,95.00199890136719,552136000,94.95355987548828
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-26 00:00:00-04:00,95.85099792480469,96.375,92.50199890136719,92.56099700927734,513648000,92.51380157470703
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-27 00:00:00-04:00,93.11199951171875,93.23999786376953,89.12300109863281,90.25,586067000,90.20397186279297
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-03-28 00:00:00-04:00,90.0,91.30000305175781,89.19300079345703,90.35600280761719,435212000,90.30992889404297
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-01 00:00:00-04:00,90.29900360107422,92.2249984741211,89.2040023803711,90.36299896240234,452441000,90.3169174194336
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-02 00:00:00-04:00,88.447998046875,90.09400177001953,87.62000274658203,89.4520034790039,433064000,89.40637969970703
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-03 00:00:00-04:00,88.48400115966797,90.3740005493164,88.4000015258789,88.96399688720703,370067000,88.91864776611328
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-04 00:00:00-04:00,90.40599822998047,90.63400268554688,85.87999725341797,85.90499877929688,434965000,85.8611831665039
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-05 00:00:00-04:00,86.86599731445312,88.48100280761719,85.9260025024414,88.00800323486328,399678000,87.96311950683594
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-08 00:00:00-04:00,88.69999694824219,88.83000183105469,86.73200225830078,87.13300323486328,283220000,87.08856201171875
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-09 00:00:00-04:00,87.44200134277344,87.63500213623047,83.02200317382812,85.35399627685547,501700000,85.31045532226562
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-10 00:00:00-04:00,83.9260025024414,87.4000015258789,83.70899963378906,87.03900146484375,431929000,86.99461364746094
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-11 00:00:00-04:00,87.41999816894531,90.73899841308594,86.9260025024414,90.61599731445312,431637000,90.56979370117188
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-12 00:00:00-04:00,89.6989974975586,90.17500305175781,87.52999877929688,88.18599700927734,426805000,88.14102935791016
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-15 00:00:00-04:00,89.0979995727539,90.61299896240234,85.92900085449219,86.0009994506836,443077000,85.95713806152344
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-16 00:00:00-04:00,86.43299865722656,88.11799621582031,86.06400299072266,87.41500091552734,370453000,87.37042999267578
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-17 00:00:00-04:00,88.33999633789062,88.7750015258789,83.94999694824219,84.03500366210938,495400000,83.99214935302734
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-18 00:00:00-04:00,84.97000122070312,86.19000244140625,82.4020004272461,84.6709976196289,447260000,84.62782287597656
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-19 00:00:00-04:00,83.1500015258789,84.3239974975586,75.60600280761719,76.19999694824219,875198000,76.16114807128906
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-22 00:00:00-04:00,78.10399627685547,80.072998046875,76.4000015258789,79.51799774169922,596341000,79.47745513916016
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-23 00:00:00-04:00,80.76899719238281,82.76899719238281,80.26399993896484,82.4229965209961,438559000,82.38097381591797
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-24 00:00:00-04:00,83.94999694824219,84.08200073242188,79.18299865722656,79.677001953125,512208000,79.6363754272461
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-25 00:00:00-04:00,78.86799621582031,83.322998046875,78.2229995727539,82.63200378417969,424641000,82.5898666381836
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-26 00:00:00-04:00,83.81800079345703,88.33100128173828,83.38700103759766,87.73500061035156,551011000,87.69027709960938
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-29 00:00:00-04:00,87.59500122070312,87.99199676513672,85.26599884033203,87.75700378417969,388971000,87.71224975585938
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-04-30 00:00:00-04:00,87.23999786376953,88.81900024414062,86.30000305175781,86.4020004272461,363709000,86.35794067382812
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-01 00:00:00-04:00,85.0770034790039,86.0,81.25499725341797,83.04100036621094,559863000,82.99864959716797
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-02 00:00:00-04:00,84.4489974975586,86.23699951171875,83.19999694824219,85.81700134277344,377898000,85.77323913574219
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-03 00:00:00-04:00,87.78900146484375,89.28099822998047,87.04000091552734,88.78900146484375,398341000,88.74372100830078
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-06 00:00:00-04:00,89.38999938964844,92.22000122070312,89.05500030517578,92.13999938964844,376203000,92.093017578125
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-07 00:00:00-04:00,91.0979995727539,91.78099822998047,89.01100158691406,90.55400085449219,437342000,90.50782012939453
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-08 00:00:00-04:00,89.48300170898438,91.19400024414062,89.41999816894531,90.41200256347656,325721000,90.36589813232422
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-09 00:00:00-04:00,90.52899932861328,91.0719985961914,88.23100280761719,88.74700164794922,378013000,88.70175170898438
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-10 00:00:00-04:00,90.30500030517578,91.4010009765625,89.22699737548828,89.87799835205078,335325000,89.83216094970703
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-13 00:00:00-04:00,90.47799682617188,90.99800109863281,88.52899932861328,90.39900207519531,289680000,90.35291290283203
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-14 00:00:00-04:00,89.5989990234375,91.6510009765625,88.93399810791016,91.35600280761719,296507000,91.30941772460938
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-15 00:00:00-04:00,92.47200012207031,94.86199951171875,91.5989990234375,94.62999725341797,417735000,94.58175659179688
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-16 00:00:00-04:00,94.91000366210938,95.81900024414062,94.10299682617188,94.35900115966797,323952000,94.3108901977539
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-17 00:00:00-04:00,94.36900329589844,94.73999786376953,91.80599975585938,92.47899627685547,359691000,92.43184661865234
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-20 00:00:00-04:00,93.75,95.19999694824219,93.44000244140625,94.77999877929688,318764000,94.73167419433594
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-21 00:00:00-04:00,93.5989990234375,95.4000015258789,93.18000030517578,95.38600158691406,328946000,95.33736419677734
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-22 00:00:00-04:00,95.45899963378906,96.0199966430664,93.2490005493164,94.94999694824219,548648000,94.90158081054688
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-23 00:00:00-04:00,102.02799987792969,106.31999969482422,101.5199966430664,103.79900360107422,835065000,103.74607849121094
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-24 00:00:00-04:00,104.4489974975586,106.4749984741211,103.0,106.46900177001953,429494000,106.41471099853516
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-28 00:00:00-04:00,110.24400329589844,114.93900299072266,109.88300323486328,113.9010009765625,652728000,113.8429183959961
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-29 00:00:00-04:00,113.05000305175781,115.49199676513672,110.9010009765625,114.82499694824219,557442000,114.76643371582031
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-30 00:00:00-04:00,114.6500015258789,115.81900024414062,109.66300201416016,110.5,484553000,110.44364929199219
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-05-31 00:00:00-04:00,112.5199966430664,112.71700286865234,106.94000244140625,109.63300323486328,613263000,109.57710266113281
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-06-03 00:00:00-04:00,113.62100219726562,115.0,112.00299835205078,115.0,438392000,114.94136047363281
NVDA,NVIDIA Corporation,Technology,Semiconductors,4261212061696,2.284,0.02,43.321785,35.77678,22.76994,2024-06-04 00:00:00-04:00,115.71600341796875,116.5999984741211,114.04499816894531,116.43699645996094,403324000,116.37762451171875
